glucose,L-lactate,L-alanine,L-valine,L-isoleucine,L-leucine,L-glutamine,L-glutamate,glycine,citrate,creatine,creatinine,pyruvate,acetate,3-hydroxybutyrate,2-hydroxybutyrate,formate,L-histidine,L-phenylalanine,L-tyrosine,L-threonine,L-proline,L-lysine,L-methionine,taurine,choline,betaine,myo-inositol,succinate,L-asparagine,L-aspartate,L-arginine,L-serine,L-tryptophan,L-ornithine,trimethylamine,TMAO,dimethylglycine,sarcosine,glycerol,L-citrulline,L-carnitine,glutathione,hippurate,2-oxoglutarate,3-methylhistidine,L-malate,succinate,fumarate,2-oxobutyrate,acetyl-l-carnitine,uracil,uridine,inosine,adenosine,allantoin,beta-alanine,GABA,l-carnosine,l-anserine,l-cysteine,l-kynurenine,l-homoserine,2-aminobutyrate,trans-4-hydroxy-l-proline,hypotaurine,homoarginine,guanidineacetic-acid,n-acetyl-l-aspartic-acid,ketoleucine,2-hydroxy-3-methylbutyric-acid,propionate,butyrate,isobutyrate,isovalerate,valerate,phenylacetylglycine,3-hydroxyphenylacetic-acid,4-hydroxyphenylacetic-acid,indole-3-acetic-acid,phenylacetate,benzoate,kynurenic-acid,5-hydroxyindoleacetate,pantothenate,scyllo-inositol,L-ascorbate,row
0.09548899745794363,0.09942553706888796,0.00882724999891124,0.003653711474336449,0.00520616157104462,0.004960194325671044,0.005795722783819143,0.005467964049608332,0.004372485873694648,1.6458702585894097e-06,0.0037732952433243085,0.0004888377402154925,0.0020277275134962243,0.00022128131957290979,0.008585637933618065,4.0860830877528995e-07,0.007220825124961702,0.0005678430217644077,0.00034711808176595175,1.8066943225871636e-09,0.008504837239222135,0.017400392141207185,0.008154682554780591,0.0001387270715153006,0.004629236151790921,0.00932927788982119,0.0045113529473990175,0.007330999776617496,0.00039066363748997967,0.00043850827517327576,0.006160205558255614,0.012465557822427328,0.001177609874729796,0.0008875517394113518,0.003329210864051768,0.00026395077282822925,0.004630232415420238,0.0007155204524878892,0.0012933531462755758,0.01256973486568448,0.001679358991416355,0.006109641815912105,0.00220220639919746,0.0008312899111280528,1.4179970011690818e-05,0.011522748022834258,0.00010237274400232161,0.0001606082368084452,0.00015166129370919348,2.7359693591905935e-18,0.002402135882495031,0.00022318841577755486,0.000677227497273041,0.0014315311764443756,0.001551840448190765,0.00035970665050026845,0.0009791653211507283,0.001336526827223431,0.0031866778219762698,0.0034646443901429525,0.01184617210864134,8.57601111278774e-06,0.00661531774700278,0.0006522223023524103,0.0037872324455524727,0.0009758390406183299,3.2391532343749847e-06,2.1040274192343487e-06,0.007312025664685897,0.0005934049531099979,0.004110633804789537,2.2366647170693677e-09,7.7347029748979285e-22,1.3850761621671097e-07,0.0005048926756482141,0.016983166736009254,0.0032153138795467384,0.0016945986902889183,0.0018527481440026854,0.0028281091662031798,0.000607723663122677,8.144041209103274e-05,0.00015708541035128537,0.0021516458092934315,0.0015769477625860566,0.0024851819173031305,0.005386508370281617,47
0.1465117252333942,0.05396949331071253,0.007930232878631331,3.591345267456294e-10,0.007099454902582969,4.568692559779918e-06,2.938089040049466e-10,0.011378868248335908,0.0050528673064243355,5.509667346917468e-10,0.004579066042858661,0.0030466614391325268,0.0008444595790012112,0.0010477488592903613,0.02403753923175168,4.153485891512378e-09,6.4023737344859425e-06,0.003217046531291981,0.0015386429447940399,5.241082058677976e-11,0.0400104598330298,0.03535101383372898,3.672426937343845e-12,3.888554021332941e-21,0.014448269028268321,0.00522972814025365,0.021640528363691458,0.009906734641439992,1.1008504082733642e-09,0.0012474498801355826,0.00743055432785518,0.012372073349297092,0.011127860704130556,0.0039595018986011725,0.00427283197970598,0.0007114132524782436,0.004792160796065817,0.00044031452306621466,0.0034797488175957176,0.013284939479833459,0.002483798683570939,0.012659451768684254,2.813172537348863e-10,0.0045501668866845865,2.2352767031807216e-09,0.008460125339080173,2.67972930146312e-10,0.0005556962358561901,0.00027541204866078525,8.016001006345547e-22,3.684284089949254e-10,0.0011021698989423826,3.67655807850406e-08,0.0018574432585531397,0.002130319225306113,0.0011680641651782057,0.0034382148662140868,0.0013995834908624835,0.0003551373194636837,0.010635968314357463,0.008233575030240083,0.004663428283067209,0.010085562563725108,3.516900465172057e-11,0.00915508769993085,4.518754718895748e-14,2.9151558148898535e-15,0.0021614710620817003,0.015367457884357222,0.002452550189685822,0.0027518478794683323,4.3168165505832433e-14,8.37760276863405e-23,4.5014134959370075e-22,0.004130861673017401,0.030960974527390314,0.006530828507764734,0.006890044645763397,0.007691781501906967,1.8815977702478328e-10,0.0014462556864527631,3.160262890221232e-11,9.172601098374136e-12,0.003549133313283493,5.422111579395106e-11,0.001881183477061929,0.004937933787589709,86
0.049009414690005325,0.09116847439377344,0.0010901297674057635,0.004187816592369519,0.005369462482941507,0.00520368507241612,0.0033751848024878507,0.003938048054284192,0.0035011792459800667,6.711228262858994e-05,0.001575608912778877,0.0017309012176219194,0.0009672387674627801,0.0008753759070592034,0.00768928579175496,1.0090779600216903e-10,0.00499124709350989,0.0002605910139314118,3.312420651640031e-06,0.000960553937553198,0.008811354837169385,0.012827409525141631,0.0037326584539328807,0.00036909486072820945,0.0022571200476075547,0.0033180262772705862,0.003149756334056311,0.0032569683949730103,0.0006405727286996775,4.9878477316197905e-05,0.0033441363110125804,0.001625265967424895,0.00336563364145568,1.1078880447769478e-05,0.005237079647589875,0.00012130403730859461,0.002438443077076348,0.0015009898122453082,0.0012841367137310616,0.004315131958384219,0.0004661169438261987,0.0059498842780858815,3.2309198498805424e-05,0.001514976313931396,0.0002289079845765207,0.021020432985749356,6.900371866763649e-05,0.00023931697726366322,0.00021420247922977493,5.789585563451523e-07,0.0013097751550502415,0.00039769865270156336,0.00221117018947271,0.0016462847269533248,0.0011123057964550448,0.0004350789095362719,0.0004180162518757361,0.0017535822292453786,0.002722439602650628,0.0019157529984065891,0.0064492191827365455,0.0049988609775651355,0.0021986555377486276,0.0015133404700324398,0.0001856574802967694,0.0002924371209813265,0.0004339409682487495,0.0013036324686196625,0.004474915303542285,0.00015141151251060712,0.0023888895222304394,1.954494010002387e-05,8.135696520814863e-06,6.181153721299159e-06,0.0009336774066167984,0.018693339993544673,0.006033389179532225,0.001367875636814579,0.0016208475944524737,0.007947499909309048,0.00023723703012761016,6.155860103807704e-05,2.1216423752541e-06,0.0003184811457780045,0.0007233633991070121,0.0017492823892606853,0.005793001708066592,123
0.003006631329618548,0.006003055315342677,0.0015037913456337167,0.0022942770841584627,0.011548827209571013,0.004621827409314851,2.8934454568252626e-19,0.0009034324385509004,0.0008190045748652973,0.002433263541128051,2.358869237670712e-05,0.008295849126215712,0.0007114849773579692,0.000342207382585008,0.011176422492022888,0.04527294545214413,0.00013252297203721232,2.3030911405172878e-05,1.1321499130484111e-07,5.542800039445282e-14,0.007647247829557171,0.034192719164429265,0.002745140530389644,1.6820464680394232e-07,0.0004800430295737111,0.006268490251774725,9.169174708931506e-12,0.009596376150429485,0.0012967567241800992,0.011208649907077437,0.018836150594915068,0.004398071824751012,0.0092334682498558,0.0011416098020733138,1.6174682468899333e-10,1.0176131168528461e-23,0.011250902394666655,0.0009117380616149979,7.382267809276396e-10,1.0176940218996841e-09,0.007591722176551039,0.0038577764469646825,2.2263947137088007e-08,0.00379439717648821,0.0003637936122291785,0.0003506681654576817,9.641028032717484e-11,3.6813769448215485e-05,0.0006563800510301109,0.021308460161538336,0.00202167786449601,4.320893588723242e-06,0.019155399494227437,2.613619724866537e-10,2.158152316180565e-10,7.902166133658974e-05,0.006394257693994739,0.00178033340752301,6.359098521287113e-11,3.6851729203138976e-08,0.00410428932537106,0.014699321089554114,3.4435765172254605e-09,0.002486552680627635,0.004146144829067808,0.0006697087089222455,0.004928568325111246,0.0009919658597873544,0.051207539060948895,0.1100210627892946,0.005888641563195732,0.0032228671509926046,0.008709471254110597,0.0024177962209259727,0.046277608550010126,0.01679521366435522,4.955229439981911e-09,1.7834607247061055e-07,0.0008954763320648651,1.0985914811582332e-07,0.0009192693329239524,4.924622208939464e-08,1.0416964455409697e-06,2.9314751513287267e-18,0.00989642609894491,7.265381400395772e-07,0.0001956203660262014,227
0.03818773555876329,0.08082874982605795,0.00022073200836761266,0.0027157171079189393,0.0028820451038183053,0.0019024626585020178,0.0030755263430741254,0.004213241252087091,0.003565134117815128,6.191469137317952e-05,0.0033532871715941936,0.0010573260201933237,0.0004252267867473353,0.0004052448928346587,0.009363337997267188,7.959259579672288e-06,0.005162504472673601,0.0012364544082977453,1.5494581798220804e-19,0.0015413880811534317,0.01199363267974645,0.013635860212992927,0.0028121992156264464,0.00023286063920826346,0.004038965138131552,0.003717587558210422,0.0034519206701010044,0.0016772495760216245,0.0004536364783481634,0.0009281667941146424,0.004289215311787982,0.003931402016049982,0.0017354767410661498,3.675616098423454e-11,0.005637192139104254,6.166285978890365e-05,0.0025305550718494707,0.0012554284314470429,0.0016696600470249541,0.006345654742545154,0.0009947256685592031,0.004864597947431442,1.8023692847022727e-09,0.0001414599150786482,0.001458177521850008,0.016592273730351763,7.820662777175329e-06,0.00019667121500318582,0.00019389873967427354,1.3087814569984966e-08,0.0020744194891671036,0.00040779624802043425,0.0016878841910826466,0.001120010204072115,0.0011819146648934865,0.0004421760963783311,0.0012096460994353733,0.0017585358854831066,0.003249019177548395,0.00038522522848758194,0.005845768321695281,0.0030784857079700348,0.003830402546587865,0.001382803063245371,5.908070767238385e-09,5.584843439676453e-05,7.007234445340694e-10,0.0006814843271163775,0.005287190568452137,9.233844587864346e-05,0.00345637562760556,9.776958302382759e-21,1.3485966987313055e-05,6.515480623866719e-08,0.0002871655313151069,0.018898952445648754,0.005141283026259142,0.0018523291931497362,0.0017480073693630126,0.006998798487329251,3.522217365206709e-11,2.902381011021716e-05,2.111914625940737e-07,0.0008033282876511642,4.577820839594572e-06,0.0007818054906217726,0.006441958342939549,291
9.041656580375718e-06,0.006408745221150843,0.003898353306943439,0.005287556181153925,0.009629598411097298,0.0047877671511499425,1.6848908128805626e-07,1.2549881941349634e-15,0.0011168821019988963,0.005297053484155563,1.9633681673491744e-20,0.010874530478147128,0.0002698562417191878,0.000393394820210893,0.011936995890382936,0.045310212024323226,0.00016438569164026827,0.0012392962843324378,7.566550807354258e-10,9.410384632904229e-15,0.007990981141080794,0.03647330015758577,0.006622893265592556,4.1751151975073524e-08,0.0057561339007571035,0.00677068194661966,3.525800790449072e-08,0.015672758311831635,0.00046806600976976643,4.079025644246673e-14,0.02841455281816158,0.0031760651789519865,0.0134792983246976,0.012748021278026574,5.044490223036407e-09,7.549939303451511e-15,0.0018331843967812624,0.004371245856440558,1.1028185480725932e-12,4.0637374246712845e-13,0.006153154683380804,0.019957317296059235,2.423464720454952e-07,3.5984863018884415e-12,3.0186405431644234e-12,3.826921299086958e-05,1.6385726556444174e-14,0.00039049724884626305,0.000684275783708744,0.020533575421628442,0.0003007350199608609,1.3340028633480824e-06,0.023873822981908363,2.732210984996149e-13,2.5762872367830236e-13,2.344853117196834e-06,0.0058884784934088805,0.002435021183991165,3.5371800939540906e-12,6.797575585964554e-09,0.00882871718261529,0.012266274110553668,1.6776249904898765e-08,0.005597654734239165,0.0038580439470492695,4.514534861199813e-11,3.8191594252537316e-07,0.0006295352333189742,0.03358421392555099,0.09730995293547383,0.0010976505054419597,0.0031502444039387054,0.008614633292895635,7.24870386252703e-14,0.05079745765955656,0.0175867810158193,2.2409889127019652e-10,2.456360081331314e-06,1.3199994175460669e-09,8.831172757342602e-06,2.356290978527022e-06,0.00013314635786929654,1.1254755764172044e-09,9.047147569027276e-11,0.011081091187234939,0.0016993943535768229,0.00265566745640734,363
0.10503317265648345,0.0672156217434047,0.0005200879864773782,7.008128676452311e-09,0.010224311369836538,0.00018199759028839432,3.555993934198656e-10,0.007811714074469844,0.0034141791899853016,2.921404779739078e-09,0.003252887818040938,0.0033727665738588213,0.000557278729932279,0.0009665937508518941,0.025855518543897445,2.6684254451102926e-07,7.478529977035824e-06,0.004567909272779647,0.0032994733442755476,0.0024930481928137765,0.06237606869335354,0.03419991811575739,7.6659485070181e-11,3.921455834442294e-10,0.01315280886597387,0.005441683109194846,0.006983631322619433,0.009395474913422571,0.00041171554557746954,0.002397516377395581,0.009368034060003937,0.0008476647150768692,0.008071451073605244,0.0007780877361105087,0.0030138459792030154,7.482708441795333e-06,0.007936603448981875,3.584849926555152e-06,0.003470528624988602,0.01367431383410942,0.0008237667499636648,0.014552340819322395,0.002891168975669337,0.0020669935756276515,0.0034582369655058297,0.004603605240996585,4.066001872720818e-09,0.0008330651620526627,0.00029991803443158165,1.5322701415901318e-33,0.004632563443885296,0.0014352279512247735,0.004201257522375151,0.003625757737946323,0.0029214642104243094,0.0012313039362737703,0.002709165164148598,0.0022200833435389047,0.0036550499080777042,0.0005345249026708865,0.00748849086722462,4.703694036202897e-06,0.016608363596217212,0.0006657663734043184,1.5463511445877123e-10,0.0015111320928914882,1.7504874249241254e-12,0.0024126820472483343,0.014645312291332846,8.089472925456216e-05,0.004144073621579381,4.2536024842845646e-15,1.6722143034439834e-20,2.7278141599181733e-13,0.00197282543686875,0.051501577265937584,0.002706061918468076,0.007573600687569238,0.0061813205382952215,0.0017381056107542677,0.004867477039159637,2.5909545268708698e-11,1.9527452779574276e-10,0.0032435934199842994,1.9419536815245377e-29,0.0025889048275862044,0.010186666962369703,421
2.703825725486946e-06,0.00586308104418557,0.00011574004579970217,0.00392736266377499,0.011354238391090015,3.488697565906105e-11,1.832181809214919e-08,7.798776245134816e-07,0.0010380961495939614,0.011349715698919972,0.001254435224212078,0.010637105047956,0.00019139775109423943,0.0008028097110317155,0.011601464055514427,0.04363137241994574,0.00012665459798438073,9.461456213992095e-10,3.7000863844515313e-07,2.3250949414412985e-12,0.007119150486502856,0.0329316769712104,0.00023198697368323132,3.3091447817780564e-07,0.006025412250321193,0.0059711015664120765,0.0006845525416332309,0.013518963450808767,0.00016120402838124353,0.02467051044631228,0.01395171955669506,1.3397443677105316e-08,0.018466819687455338,0.003871115488584601,0.0001237523053547889,1.3716368653322165e-13,0.006136996191502243,0.0013313359516229435,0.0006993999019705803,5.977222422977704e-08,0.004786208471140082,0.013919374166279912,0.0013626241193321405,0.001998861188530104,1.361711782707641e-42,0.0009296847462286473,2.8719621905250538e-08,1.7859423103278717e-07,0.0010383174097197737,0.013263100661780746,0.0018372980655919496,3.400859517305807e-06,0.019984088014576653,4.2710250612143667e-10,9.059307325175661e-11,0.00016776334740098485,0.00706015477598376,0.0018462824678275452,2.0734702580686505e-11,1.2252536019681803e-07,0.009002337507360009,0.016486068123708522,6.294912282147538e-09,0.0036395873967385267,0.0007978010067789134,0.0029978338750452985,0.002848793460913932,0.0009691728549729244,0.025753354507993674,0.12773153866050746,1.9621722457464958e-10,0.003451075079818557,0.008172515502683074,0.002431282110071121,0.03460830919177142,0.015563199121021986,2.2640881415032046e-06,0.00010322463120391762,0.0026052071944323973,1.2636729753604915e-06,1.2621866753812644e-06,7.828121130962879e-07,4.5921872375155034e-06,1.2598836296581499e-08,0.013625466898198699,0.00208824955236639,3.7426128992872634e-05,497
0.17096882864145196,0.06669209594109617,2.8828411999722306e-12,4.423891828188608e-08,0.007963145990427021,0.0003569298762607546,6.047229216275878e-07,0.012790760708426942,0.003093280209548945,1.1570437094143356e-06,0.00497907155787563,0.0024991885829770185,0.0010083630674513067,0.0009260165754492387,0.01833596029573368,2.677100335472446e-32,7.896009791009793e-05,0.003322447522740506,1.9751499755063314e-08,0.0019517740819467702,0.04051861661048029,0.04024717366741414,2.9003183792229684e-12,1.3605709128681165e-09,0.01527462139096268,8.893677018478732e-09,0.004514595070872219,0.011628961197838005,9.542888297528116e-06,0.009166985734764536,0.012913488453945327,0.013575497322901538,0.006498592683423438,0.005270121544547796,0.0015782573058197484,0.0009475666957658992,0.010614437173415876,0.0007431609190349897,0.002501081352741444,0.014957886006454672,0.0013257951331617525,0.023460888556557948,1.968867953172268e-07,0.006316692211374575,0.005426822155790964,0.01826049323348212,4.895765709326871e-09,0.0009703513711211163,0.0003261365885130307,2.5766262490720536e-20,0.0001529837731094101,0.0010212162273459404,0.0019792448894672345,0.0037922782542966923,0.003904103126321415,0.0010657454389138054,0.00542798172102883,0.0029867462309513967,0.004278504544399197,0.008642559065265946,0.006911116842187724,2.8184549033888963e-06,0.007536738238404339,0.001623547903037478,0.01014970714179066,2.043191141477887e-06,4.2539158142385734e-14,0.004128989252087509,0.018318873799398262,3.2059074957953824e-06,0.0062420765757087975,1.3241450586174884e-21,5.635288730898991e-25,7.500057101862133e-11,0.0030437074124576393,0.04602803586276538,0.006909744295102881,0.007779308343150481,0.010455708977936873,0.0016554645238789532,0.0014687437451774397,8.511317934802827e-06,9.712481645115451e-07,0.0026221645406027155,2.8026214544052817e-07,0.0009515482563526127,0.014059396289111868,824
0.0007263366832485833,0.0025095144540374942,5.73741868560425e-14,0.003573060200104359,0.006362901922651648,0.0001663571517063627,1.4338644371449688e-08,7.121587047492462e-09,0.02053466604404609,0.005742746813707871,0.01769561223655772,0.00804267351528786,8.267196102004095e-06,0.00018722318336116385,0.005599017895129173,0.032659030034837146,0.00027849936856717545,8.297224609615095e-11,0.0017826990589461958,0.003909614312389862,0.0032964720326510654,0.011604300682745797,0.0025682681890088492,0.002299101381988707,0.0033560706840487942,0.0036312018886464014,0.011780643908334436,0.0006426012337915972,5.426385362993622e-05,0.008356581938180474,0.026530423308814485,0.0020626057799592364,0.030572430939010926,0.0012387290302302934,5.425624417748839e-10,0.00011178502424230318,0.0009715360030376866,6.137612680843815e-13,1.5036923735718702e-34,1.865244133261116e-06,0.006275478383018036,0.0033928801051857005,0.003427281450714987,0.04033429237653106,2.867753979295695e-07,0.0024914755392389273,0.008710907532163772,0.007307686519159325,0.0017463100050540458,0.0032344956621671544,0.0009365109052038953,2.9094023647382116e-15,0.012473045234841688,0.012284273101553465,0.0025169319420142535,1.4742092541087202e-05,0.015640462319964278,0.004729037343797011,0.00833197924848641,8.038328817300272e-09,0.017106369006564426,0.012616555478742077,6.021551740642921e-09,0.0007314805549719553,1.1353458670345848e-07,0.011848880242764625,0.0014719699964083088,0.00026836048217964375,0.012363098248207176,0.03944850279493014,7.74711208094436e-05,0.003794844758398742,0.002632540733866642,1.7770893283182004e-06,0.021795738914731605,0.009102028803431488,0.0025556711189536952,4.016430504574294e-26,0.0034617194452692393,0.003237120367319245,6.663905396047771e-05,3.772298637860166e-12,1.2294087629325943e-05,0.0001894505849157564,0.04085833804375711,0.0028848922294420314,0.011018413025673131,873
