glucose,L-lactate,L-alanine,L-valine,L-isoleucine,L-leucine,L-glutamine,L-glutamate,glycine,citrate,creatine,creatinine,pyruvate,acetate,3-hydroxybutyrate,2-hydroxybutyrate,formate,L-histidine,L-phenylalanine,L-tyrosine,L-threonine,L-proline,L-lysine,L-methionine,taurine,choline,betaine,myo-inositol,succinate,L-asparagine,L-aspartate,L-arginine,L-serine,L-tryptophan,L-ornithine,trimethylamine,TMAO,dimethylglycine,sarcosine,glycerol,L-citrulline,L-carnitine,glutathione,row
4.917708174393302e-09,4.37827918357939e-06,0.0002195763245427603,6.539220458862001e-06,0.0010283272476941507,5.90113865465594e-15,1.8862871949634085e-08,1.6660498613001871e-09,0.0007166431563462572,0.0015601613193760681,0.00017966578472388908,2.860568316791073e-08,0.00013367447151113712,0.0030125907276251566,1.0474163848865975e-07,0.19964608380042645,4.525687532025839e-05,3.712349071721895e-12,5.559354909857342e-11,1.6639290227059504e-10,0.0012026319797751532,4.341898905831752e-09,4.015394371835282e-12,0.0015505411236650865,5.133063232762708e-07,0.00091022246376596,5.111894118221708e-06,0.0012919453513542305,0.0007544692460487589,5.726502907043329e-35,0.005543700870209638,2.0207016158990594e-09,6.1176965950104556e-21,1.7520751624950807e-11,1.1967123798188073e-11,8.327473205140383e-10,5.796638837841911e-05,5.221788713233311e-17,9.223051463455863e-05,0.010398736261455457,0.024088822505555708,0.009847738789348137,2.038638488837352e-12,26
1.3343235868157346e-13,2.873938149517531e-09,1.5644917626076458e-09,1.6818444541633529e-13,1.3444652354862085e-16,2.3542940620025708e-14,5.704833213348497e-07,2.7786399938458646e-11,0.002484535775923164,0.0015521245940627586,0.006151316823941473,0.0004458304351741485,9.031420461839393e-07,0.000934579634883576,1.4565529846158907e-11,0.030967677779252762,2.3057524462643636e-05,1.8107722941349857e-11,8.928310594265847e-09,5.574900314581257e-14,2.7977376822552335e-07,4.5875401776675016e-26,0.002582612672225395,0.0002418412208986594,2.3611399787265644e-10,6.722052750710613e-11,0.00036039995601813604,0.003090662053855708,0.0007317349450145737,1.0004493337498938e-12,0.021796205678508852,5.180813747105223e-10,5.029016273276066e-29,8.289592382782897e-12,0.018675603786928698,7.921233066424627e-08,0.002756057114584533,1.2786643868204585e-10,7.201444285159844e-09,1.39283980264129e-19,0.004431087707317474,1.4958046478412708e-10,0.001237764384854115,51
2.195820617923013e-09,6.983699695046535e-07,0.0006233026868228277,0.0006455658061348093,5.932875405181423e-05,9.43309569875119e-14,0.001467542683310993,8.840145623395226e-08,0.001192361968608597,0.0016434611132403818,0.0009042772194947631,0.00025488427265842864,0.00010461532898316736,0.0021359259066409753,3.525273554149172e-07,0.17099131917454752,4.657079595931538e-05,7.341436879938114e-12,2.5637784049100427e-10,3.60707434890882e-12,0.0006073451949857362,2.6467121159296123e-09,4.791869061395261e-12,0.0008418596020183772,9.609623810732645e-07,4.713541493493044e-07,0.00019111001944408873,0.005622940631625749,0.00078396884790899,2.2796016283653815e-18,0.013910006065906652,1.729548589557488e-09,2.8230784684409634e-31,0.0017451945463304052,6.901858812868281e-06,6.591338804955518e-10,0.0003588367002276162,7.07647124154865e-05,2.5631213490884746e-07,0.0002495384085710679,0.005147508568044541,0.0006068498974686428,0.002237861853697282,79
2.3025306209218277e-06,3.938402677910671e-05,0.00010724123805778022,0.001132574704869677,0.00031368957318138893,2.9479746135877745e-10,0.005009295648546207,4.1436941291529776e-06,0.0007563886635433043,0.0008201280302119304,0.0007907495664526136,0.00033458725636658146,0.00016827738748913704,0.0017528301963923507,1.1459702691343752e-05,0.12250862292122844,0.00017243264206083804,8.117682968534958e-09,4.445409239637711e-07,3.4234343820413883e-06,0.0004771224392464446,2.1785639608843288e-05,7.402411656690758e-09,0.003523651636705557,6.651654055681681e-05,2.413149957692238e-06,0.0002199843521094455,0.005539842327323262,0.0003685158848878112,4.773243609679633e-21,0.012969140464566702,7.847648283860501e-07,1.3868537452299043e-36,0.0044568761407463775,0.00020944824028229926,7.726102977850856e-07,0.00035699698488506255,0.0005639024024900857,5.894549732630503e-05,0.00015233687125562064,0.0031385365307483658,0.0008409500295830069,2.182142226059882e-05,158
7.815937523887289e-09,1.7796198405569579e-06,0.002808475250989594,0.006767490351130372,0.003104836481910716,4.952804789056953e-12,3.750921691897483e-06,2.507268781909516e-08,0.0011563613236351804,0.002655888832819451,1.3073730078098808e-06,2.5597606802012103e-08,4.2261714393732804e-05,0.0034795890460755053,5.736717480629808e-08,0.20162750594932993,5.448593264608389e-05,4.037100170065423e-11,1.9542138794221212e-09,3.0605829989961993e-10,0.001884742284783172,6.064368208886528e-30,1.779568664056343e-11,0.001593733668314971,1.3766235912910975e-07,0.00011751472324977058,0.00019794466998619096,0.009662150602124083,0.000549008990776559,1.8567359049771083e-15,0.014403684086051758,4.934158683210714e-09,4.1859059191946035e-27,0.0010650977650873493,2.61613556702134e-09,6.057717943833039e-06,0.0005357984700596015,6.825079536471211e-05,2.654275140978718e-09,2.520361500215094e-05,0.014926427930418484,0.0016897900438537577,0.001353482959165144,213
8.560202264533164e-10,2.5896445182460975e-06,0.0008441256313895657,0.0023451196306232707,0.0005362936956041879,2.72981044177107e-07,3.449971319321785e-19,0.025989242252293588,9.287606263925087e-11,1.702271646630875e-20,2.9299400900417435e-08,3.710083879697828e-09,2.2067509043318994e-13,0.0002317477274057606,2.6344548794037284e-07,2.543592822262847e-11,3.9751553613744385e-05,7.015758262860089e-10,1.1749368578133358e-09,7.074884261366222e-11,0.00019612216460138636,8.204292477097862e-05,2.658222045981354e-07,8.935216383727666e-14,1.2078529421446746e-08,1.7682571709849019e-09,8.282544875762314e-07,0.0018085526397644245,1.910838712265308e-11,9.044681966410442e-11,0.004149558361977764,6.299305008919983e-08,3.271854637033997e-13,9.605351040519509e-07,0.0011705168794325944,1.8898262893656654e-05,9.02827824351158e-07,2.1202243273420212e-08,0.002856854323824858,0.007046533365215039,0.0046791507008434995,1.0155008290083244e-09,1.38750313649741e-12,273
9.660269205597632e-05,5.242127932043608e-10,1.6158114902554563e-05,0.0001526744555338587,0.004658328969484059,8.246607413846404e-16,1.5321400072676278e-08,1.8053027929032164e-11,0.0011083256177308867,0.0007203414735829038,0.0003959331692772922,0.0013429548499774339,8.915808162136623e-08,0.0010392163390420663,2.9446582993734764e-11,0.10090251895373806,1.556421349638509e-05,7.759752129109704e-13,1.7440586142411197e-10,1.8837788117563767e-12,0.0008237490052539343,5.655760632886644e-10,4.195559289324279e-13,2.1512354079272446e-05,1.0667352475443863e-06,3.021111751227423e-20,2.800320314007674e-07,0.0006975474563107221,1.5310840368396847e-05,9.947686629970155e-18,0.009286358378325145,9.563777003858682e-11,4.5606704953274103e-26,0.007537849753772793,0.00526493439462222,4.810746280712282e-13,7.079050926247158e-06,1.6466643083112712e-10,6.317694881871789e-12,3.724174245492472e-10,0.0013072467794177044,3.056166663833148e-08,1.7910723358811635e-09,323
0.0003380796634923819,5.4816319212510576e-05,0.0013376184670156153,0.0061233754991003005,0.0016011104497296572,6.323704586225333e-11,0.00020113616417419082,3.1103554340374497e-06,0.0009181233814706798,0.0011527112048010345,0.00017501362219686696,7.711559639245525e-05,0.00018247238881509043,0.0024673313578351935,1.4426114601738107e-05,0.1638535486087836,0.00015499493090208392,1.756623594822418e-09,5.3239477706858233e-08,7.109476026297291e-08,0.00136458756411352,0.00010195662498211261,1.6595584413713998e-09,0.0011229534640863354,6.601016706170174e-05,0.0001494210846151956,0.00018805651600713852,0.004358814134802339,0.0004099198100040697,4.3583755214526644e-32,0.011663663346774563,3.519208042815102e-07,2.9782849178363994e-22,0.0022889792835614504,1.6288492895915635e-06,1.8096676324734577e-06,0.00043557331578036494,0.0003916186629488069,4.798949852833124e-07,0.002035317215760138,0.00796829047721156,0.002493145563896259,0.0006617948999558063,394
1.5297234729497818e-08,5.073658687809602e-06,2.4982237854911303e-06,0.004096948956705589,1.6515231945045514e-05,0.00015047394551738063,5.825346482279148e-14,0.008054805469039607,8.900685737914064e-10,7.032142830736055e-17,3.438843546522069e-08,1.2790780525152694e-06,5.178412660201762e-13,4.080439723417388e-05,0.001446196176460204,6.561183846024373e-10,0.0001650019828271917,1.0643164581337172e-08,2.875304816683625e-08,2.4577405977115432e-08,0.0028410005931121906,0.020825994196991417,5.887752022081353e-07,3.952865370417937e-14,3.9650781964166136e-07,8.589878268596489e-07,1.3859540012162622e-05,0.008404495581005698,3.1113541213936064e-10,3.396310330165522e-08,0.0014098669353438023,6.313260120051399e-07,1.5765235679990258e-28,7.507834037171851e-05,6.40113724442021e-07,0.0016872802168695958,2.566863730199534e-05,8.119802393630483e-06,0.009176321208809866,0.027901015701592438,0.036233563119924365,3.455796178729841e-08,1.5113441604765691e-10,723
0.009364103685516453,0.001212177068897837,0.0018783788814590865,0.0076397125038531934,0.00027389591397171116,0.0027976526676852186,8.29546005471233e-10,9.851636563169256e-08,1.7473255049026385e-09,4.011357703048845e-28,3.171529589263719e-07,2.427331532747204e-07,1.5885319644111612e-10,0.0002018057471839035,3.736603209755697e-10,5.4255614711544716e-08,0.00020840137855682693,6.989868586959976e-08,3.9591135923719645e-08,1.2247234804175296e-07,2.5088946517436248e-05,5.386105306719226e-21,1.6639434167061557e-05,3.1868119181831226e-11,1.8655783616772945e-07,8.122783756717012e-08,6.517516145791583e-05,4.03090637340809e-07,2.395288454936808e-08,9.362550282156728e-12,0.01397273589027117,5.5458869940099e-06,7.325920622164556e-12,0.023031347350138343,0.0006695552874541287,8.768183166291794e-06,2.0951938237824167e-05,7.492158220764753e-06,0.00798319000562525,0.0197390118190339,0.019531262785461603,8.127625570186742e-07,5.18888048802986e-09,775
