family,model,fold,n_test,accuracy,balanced_accuracy,macro_f1,weighted_f1,f1,fn,fp,pr_auc,precision,recall,roc_auc,tn,tp
classical,logistic_regression,1,12,0.5833333333333334,0.5833333333333333,0.5804195804195804,0.5804195804195804,0.6153846153846154,2,3,0.5972222222222222,0.5714285714285714,0.6666666666666666,0.5555555555555556,3,4
classical,logistic_regression,2,12,0.9166666666666666,0.9166666666666667,0.916083916083916,0.9160839160839161,0.9090909090909091,1,0,0.9583333333333333,1.0,0.8333333333333334,0.9444444444444445,6,5
classical,logistic_regression,3,12,0.75,0.75,0.7333333333333334,0.7333333333333334,0.6666666666666666,3,0,0.825925925925926,1.0,0.5,0.75,6,3
classical,logistic_regression,4,12,0.5833333333333334,0.5833333333333333,0.5804195804195804,0.5804195804195804,0.6153846153846154,2,3,0.7160714285714285,0.5714285714285714,0.6666666666666666,0.6388888888888888,3,4
classical,logistic_regression,5,12,0.9166666666666666,0.9166666666666667,0.916083916083916,0.9160839160839161,0.9090909090909091,1,0,1.0,1.0,0.8333333333333334,1.0,6,5
classical,logistic_regression,6,11,0.8181818181818182,0.8166666666666667,0.8166666666666667,0.8181818181818182,0.8,1,1,0.8999999999999999,0.8,0.8,0.8333333333333334,5,4
classical,logistic_regression,7,11,0.7272727272727273,0.7166666666666667,0.717948717948718,0.7226107226107227,0.6666666666666666,2,1,0.5833333333333333,0.75,0.6,0.6,5,3
classical,logistic_regression,8,11,0.9090909090909091,0.9166666666666667,0.9090909090909091,0.9090909090909091,0.9090909090909091,0,1,0.9666666666666666,0.8333333333333334,1.0,0.9666666666666667,5,5
classical,logistic_regression,9,11,0.7272727272727273,0.7333333333333334,0.7272727272727273,0.7272727272727273,0.7272727272727273,1,2,0.7116666666666667,0.6666666666666666,0.8,0.7333333333333333,4,4
classical,logistic_regression,10,11,0.7272727272727273,0.7333333333333334,0.7272727272727273,0.7272727272727273,0.7272727272727273,1,2,0.911111111111111,0.6666666666666666,0.8,0.8666666666666667,4,4
classical,svm_rbf,1,12,0.5833333333333334,0.5833333333333333,0.5804195804195804,0.5804195804195804,0.5454545454545454,3,2,0.7083333333333333,0.6,0.5,0.5555555555555556,4,3
classical,svm_rbf,2,12,0.5833333333333334,0.5833333333333333,0.5804195804195804,0.5804195804195804,0.5454545454545454,3,2,0.7529461279461279,0.6,0.5,0.6666666666666666,4,3
classical,svm_rbf,3,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,2,0.8333333333333333,0.6666666666666666,0.6666666666666666,0.6944444444444444,4,4
classical,svm_rbf,4,12,0.5833333333333334,0.5833333333333333,0.5804195804195804,0.5804195804195804,0.5454545454545454,3,2,0.6620370370370371,0.6,0.5,0.5555555555555556,4,3
classical,svm_rbf,5,12,0.5833333333333334,0.5833333333333334,0.5555555555555556,0.5555555555555555,0.4444444444444444,4,1,0.7021825396825396,0.6666666666666666,0.3333333333333333,0.6666666666666667,5,2
classical,svm_rbf,6,11,0.6363636363636364,0.6333333333333333,0.6333333333333333,0.6363636363636364,0.6,2,2,0.7892857142857141,0.6,0.6,0.7666666666666666,4,3
classical,svm_rbf,7,11,0.8181818181818182,0.8166666666666667,0.8166666666666667,0.8181818181818182,0.8,1,1,0.9266666666666665,0.8,0.8,0.9333333333333333,5,4
classical,svm_rbf,8,11,0.7272727272727273,0.75,0.717948717948718,0.7132867132867133,0.7692307692307693,0,3,0.9266666666666665,0.625,1.0,0.9333333333333333,3,5
classical,svm_rbf,9,11,0.7272727272727273,0.7166666666666667,0.717948717948718,0.7226107226107227,0.6666666666666666,2,1,0.9266666666666665,0.75,0.6,0.9333333333333333,5,3
classical,svm_rbf,10,11,0.7272727272727273,0.7333333333333334,0.7272727272727273,0.7272727272727273,0.7272727272727273,1,2,0.8333333333333333,0.6666666666666666,0.8,0.7666666666666666,4,4
classical,xgboost,1,12,0.5,0.5,0.4857142857142857,0.48571428571428577,0.4,4,2,0.6878306878306878,0.5,0.3333333333333333,0.5555555555555556,4,2
classical,xgboost,2,12,0.75,0.75,0.7333333333333334,0.7333333333333334,0.6666666666666666,3,0,0.8541666666666665,1.0,0.5,0.75,6,3
classical,xgboost,3,12,0.6666666666666666,0.6666666666666667,0.6571428571428571,0.6571428571428571,0.6,3,1,0.7659090909090909,0.75,0.5,0.7500000000000001,5,3
classical,xgboost,4,12,0.4166666666666667,0.41666666666666663,0.4125874125874126,0.41258741258741255,0.46153846153846156,3,4,0.5251322751322751,0.42857142857142855,0.5,0.44444444444444453,2,3
classical,xgboost,5,12,0.75,0.75,0.7482517482517483,0.7482517482517483,0.7272727272727273,2,1,0.8069444444444444,0.8,0.6666666666666666,0.7777777777777778,5,4
classical,xgboost,6,11,0.6363636363636364,0.6166666666666667,0.6071428571428572,0.6168831168831169,0.5,3,1,0.7742424242424242,0.6666666666666666,0.4,0.7000000000000001,5,2
classical,xgboost,7,11,0.8181818181818182,0.8166666666666667,0.8166666666666667,0.8181818181818182,0.8,1,1,0.8528571428571428,0.8,0.8,0.8666666666666667,5,4
classical,xgboost,8,11,0.6363636363636364,0.65,0.6333333333333333,0.6303030303030303,0.6666666666666666,1,3,0.8583333333333332,0.5714285714285714,0.8,0.8333333333333334,3,4
classical,xgboost,9,11,0.5454545454545454,0.5666666666666667,0.5299145299145299,0.5221445221445221,0.6153846153846154,1,4,0.6190476190476191,0.5,0.8,0.5333333333333334,2,4
classical,xgboost,10,11,0.5454545454545454,0.55,0.5454545454545454,0.5454545454545454,0.5454545454545454,2,3,0.8392857142857142,0.5,0.6,0.8,3,3
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_20260708_085105_bs32_mr0.20-0.60_ps1024_best_frozen,1,12,0.5833333333333334,0.5833333333333333,0.5804195804195804,0.5804195804195804,0.5454545454545454,3,2,0.7436868686868686,0.6,0.5,0.6388888888888888,4,3
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_20260708_085105_bs32_mr0.20-0.60_ps1024_best_frozen,2,12,0.6666666666666666,0.6666666666666667,0.6571428571428571,0.6571428571428571,0.6,3,1,0.7847222222222221,0.75,0.5,0.75,5,3
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_20260708_085105_bs32_mr0.20-0.60_ps1024_best_frozen,3,12,0.5833333333333334,0.5833333333333333,0.5804195804195804,0.5804195804195804,0.6153846153846154,2,3,0.7203703703703703,0.5714285714285714,0.6666666666666666,0.6111111111111112,3,4
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_20260708_085105_bs32_mr0.20-0.60_ps1024_best_frozen,4,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,2,0.8690476190476191,0.6666666666666666,0.6666666666666666,0.7777777777777779,4,4
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_20260708_085105_bs32_mr0.20-0.60_ps1024_best_frozen,5,12,0.5833333333333334,0.5833333333333333,0.5804195804195804,0.5804195804195804,0.5454545454545454,3,2,0.7180555555555556,0.6,0.5,0.6944444444444444,4,3
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_20260708_085105_bs32_mr0.20-0.60_ps1024_best_frozen,6,11,0.5454545454545454,0.5333333333333333,0.5299145299145299,0.5376845376845377,0.4444444444444444,3,2,0.6726190476190477,0.5,0.4,0.6666666666666667,4,2
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_20260708_085105_bs32_mr0.20-0.60_ps1024_best_frozen,7,11,0.6363636363636364,0.65,0.6333333333333333,0.6303030303030303,0.6666666666666666,1,3,0.8444444444444443,0.5714285714285714,0.8,0.8,3,4
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_20260708_085105_bs32_mr0.20-0.60_ps1024_best_frozen,8,11,0.6363636363636364,0.6666666666666666,0.6071428571428572,0.5974025974025974,0.7142857142857143,0,4,0.835,0.5555555555555556,1.0,0.8333333333333334,2,5
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_20260708_085105_bs32_mr0.20-0.60_ps1024_best_frozen,9,11,0.6363636363636364,0.6666666666666666,0.6071428571428572,0.5974025974025974,0.7142857142857143,0,4,0.6944444444444444,0.5555555555555556,1.0,0.6666666666666667,2,5
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_20260708_085105_bs32_mr0.20-0.60_ps1024_best_frozen,10,11,0.6363636363636364,0.6333333333333333,0.6333333333333333,0.6363636363636364,0.6,2,2,0.8142857142857143,0.6,0.6,0.7333333333333333,4,3
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_20260708_085105_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_1,1,12,0.5833333333333334,0.5833333333333333,0.5804195804195804,0.5804195804195804,0.5454545454545454,3,2,0.6722582972582972,0.6,0.5,0.5833333333333333,4,3
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_20260708_085105_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_1,2,12,0.5833333333333334,0.5833333333333333,0.5804195804195804,0.5804195804195804,0.5454545454545454,3,2,0.7996031746031745,0.6,0.5,0.7777777777777778,4,3
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_20260708_085105_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_1,3,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,2,0.7203703703703703,0.6666666666666666,0.6666666666666666,0.6111111111111112,4,4
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_20260708_085105_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_1,4,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,2,0.8690476190476191,0.6666666666666666,0.6666666666666666,0.7777777777777779,4,4
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_20260708_085105_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_1,5,12,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,2,0.7064814814814814,0.6666666666666666,0.6666666666666666,0.6666666666666667,4,4
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_20260708_085105_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_1,6,11,0.5454545454545454,0.5333333333333333,0.5299145299145299,0.5376845376845377,0.4444444444444444,3,2,0.6392857142857142,0.5,0.4,0.6333333333333333,4,2
