family,model,accuracy,balanced_accuracy,macro_f1,weighted_f1,f1,fn,fp,pr_auc,precision,recall,roc_auc,tn,tp
classical,logistic_regression,0.8521739130434782,0.8515151515151516,0.8517704147395557,0.8521066633261579,0.8440366972477065,9,8,0.8796393168771348,0.8518518518518519,0.8363636363636363,0.8924242424242425,52,46
classical,svm_rbf,0.7478260869565218,0.7477272727272728,0.747520629873571,0.7479024512272594,0.7387387387387387,14,15,0.8077552990386149,0.7321428571428571,0.7454545454545455,0.8248484848484848,45,41
classical,xgboost,0.8260869565217391,0.8265151515151514,0.8259685230024213,0.8261659122012843,0.8214285714285714,9,11,0.8884083644444764,0.8070175438596491,0.8363636363636363,0.8921212121212121,49,46
jigsaw,jigsaw_bin_256_frozen,0.6173913043478261,0.6143939393939394,0.6138583638583639,0.6154642458990285,0.5769230769230769,25,19,0.5752562126714229,0.6122448979591837,0.5454545454545454,0.6627272727272727,41,30
jigsaw,jigsaw_bin_512_frozen,0.7130434782608696,0.7121212121212122,0.7122602168473728,0.7129129346919535,0.6972477064220184,17,16,0.6623288762359496,0.7037037037037037,0.6909090909090909,0.730909090909091,44,38
jigsaw,jigsaw_bin_1024_frozen,0.6434782608695652,0.6416666666666666,0.6417445482866043,0.6428281186509549,0.616822429906542,22,19,0.6494226864919664,0.6346153846153846,0.6,0.6772727272727274,41,33
jigsaw,jigsaw_bin_2048_frozen,0.6521739130434783,0.6530303030303031,0.6521476104053237,0.6522791235960967,0.6491228070175439,18,22,0.6684436470310401,0.6271186440677966,0.6727272727272727,0.6951515151515152,38,37
jigsaw,jigsaw_multibin_frozen,0.7043478260869566,0.7053030303030303,0.7043254688445251,0.7044372550566822,0.7017543859649122,15,19,0.7639447879907573,0.6779661016949152,0.7272727272727273,0.7693939393939394,41,40
jigsaw,jigsaw_bin_256_unfreeze_last_1,0.6869565217391305,0.6848484848484848,0.6850273889227023,0.6860991293762736,0.660377358490566,20,16,0.6538060479438388,0.6862745098039216,0.6363636363636364,0.7351515151515151,44,35
jigsaw,jigsaw_bin_256_unfreeze_last_2,0.6869565217391305,0.6871212121212121,0.6867433414043584,0.687098641962312,0.6785714285714286,17,19,0.6849383985550167,0.6666666666666666,0.6909090909090909,0.7357575757575757,41,38
jigsaw,jigsaw_bin_256_unfreeze_last_3,0.6695652173913044,0.671969696969697,0.6693401937046004,0.6689651542267607,0.6779661016949152,15,23,0.6682444376333506,0.6349206349206349,0.7272727272727273,0.7142424242424242,37,40
jigsaw,jigsaw_bin_512_unfreeze_last_1,0.7130434782608696,0.7121212121212122,0.7122602168473728,0.7129129346919535,0.6972477064220184,17,16,0.7003365890056176,0.7037037037037037,0.6909090909090909,0.7709090909090909,44,38
jigsaw,jigsaw_bin_512_unfreeze_last_2,0.6608695652173913,0.6606060606060606,0.660458778105837,0.6609722619952799,0.6486486486486487,19,20,0.7028361968846016,0.6428571428571429,0.6545454545454545,0.7615151515151515,40,36
jigsaw,jigsaw_bin_512_unfreeze_last_3,0.6782608695652174,0.6803030303030303,0.6781635277210498,0.677920173110631,0.6837606837606838,15,22,0.6821468311118056,0.6451612903225806,0.7272727272727273,0.7451515151515151,38,40
jigsaw,jigsaw_bin_1024_unfreeze_last_1,0.6521739130434783,0.6499999999999999,0.6500304321363359,0.6512212548625261,0.6226415094339622,22,18,0.6638392038507169,0.6470588235294118,0.6,0.7027272727272728,42,33
jigsaw,jigsaw_bin_1024_unfreeze_last_2,0.6782608695652174,0.6765151515151515,0.676696299673277,0.6776741558557398,0.6542056074766355,20,17,0.6506836387552611,0.6730769230769231,0.6363636363636364,0.7124242424242424,43,35
jigsaw,jigsaw_bin_1024_unfreeze_last_3,0.6782608695652174,0.6795454545454546,0.6782608695652174,0.6782608695652174,0.6782608695652174,16,21,0.6996604798051752,0.65,0.7090909090909091,0.7245454545454545,39,39
jigsaw,jigsaw_bin_2048_unfreeze_last_1,0.6695652173913044,0.6712121212121211,0.6695402298850575,0.669415292353823,0.6724137931034483,16,22,0.7195064230672895,0.639344262295082,0.7090909090909091,0.7487878787878788,38,39
jigsaw,jigsaw_bin_2048_unfreeze_last_2,0.6782608695652174,0.6803030303030303,0.6781635277210498,0.677920173110631,0.6837606837606838,15,22,0.7016514755076577,0.6451612903225806,0.7272727272727273,0.7384848484848484,38,40
jigsaw,jigsaw_bin_2048_unfreeze_last_3,0.6434782608695652,0.646969696969697,0.6425051179012814,0.6416941654277115,0.6611570247933884,15,26,0.7128612249205797,0.6060606060606061,0.7272727272727273,0.743030303030303,34,40
jigsaw,jigsaw_multibin_unfreeze_last_1,0.6956521739130435,0.6962121212121213,0.6955600937901822,0.6957902940973353,0.6902654867256637,16,19,0.756623588159814,0.6724137931034483,0.7090909090909091,0.7678787878787879,41,39
jigsaw,jigsaw_multibin_unfreeze_last_2,0.7043478260869566,0.706060606060606,0.7043254688445251,0.704213682632368,0.7068965517241379,14,20,0.7544348135099795,0.6721311475409836,0.7454545454545455,0.7654545454545455,40,41
jigsaw,jigsaw_multibin_unfreeze_last_3,0.6695652173913044,0.6712121212121211,0.6695402298850575,0.669415292353823,0.6724137931034483,16,22,0.7427640639756298,0.639344262295082,0.7090909090909091,0.7469696969696971,38,39
