glucose,L-lactate,L-alanine,L-valine,L-isoleucine,L-leucine,L-glutamine,L-glutamate,glycine,citrate,creatine,creatinine,pyruvate,acetate,3-hydroxybutyrate,2-hydroxybutyrate,formate,L-histidine,L-phenylalanine,L-tyrosine,L-threonine,L-proline,L-lysine,L-methionine,taurine,choline,betaine,myo-inositol,succinate,L-asparagine,L-aspartate,L-arginine,L-serine,L-tryptophan,L-ornithine,trimethylamine,TMAO,dimethylglycine,sarcosine,glycerol,L-citrulline,L-carnitine,glutathione,row
3.58824332280603e-18,0.007623803001381919,5.0879997103124716e-06,1.21818128878871e-06,0.001525805762223357,4.356052556273046e-05,2.908098536018278e-09,3.201995383439205e-07,2.352315976348785e-05,0.002136388031360656,7.842809170738771e-05,4.3873016721971076e-05,0.0007131002858218661,0.00010334039142949691,8.927310373636372e-05,0.0006436655252125933,0.00021250529149436837,1.232013005406713e-07,7.096136862763474e-05,0.00030869960163172887,0.019638172134126282,0.0026197766847977253,1.0076048176571005e-06,0.010709088240214963,0.007630751014499808,7.699135647561752e-10,0.0003686416994763248,7.146335192516465e-05,6.833737813279902e-05,4.18790535365954e-06,0.002356407249201731,5.901633083793396e-07,1.9384981378444218e-12,9.54276322046347e-06,7.942132712917757e-05,3.3509306246923905e-05,5.347775646880238e-05,3.619512242786159e-05,3.416644060647058e-05,0.00023542447187836464,0.01522636062688086,2.6366590002352674e-17,1.0658567186981895e-08,118
0.009793873637987022,0.015772294776578363,9.447058849705594e-22,2.1081981872900403e-13,0.003346744784137656,4.5789834959051554e-12,1.017876138207319e-18,5.026379299347123e-15,6.558191082491695e-14,0.004004885007447646,1.7478572552959231e-09,5.365294678440227e-10,0.00022075841532299913,8.250396667340153e-13,2.9479462371947035e-24,3.480476413230114e-11,0.0001114504963761374,1.8799566069612984e-13,0.0032655054958438527,0.0018616185505830852,0.03865809661987278,0.009000884766699368,3.507073868780126e-14,0.01751344861628081,0.02287971345574119,9.452916849830518e-17,0.006385258120137939,0.006433622133124348,1.2580372793127132e-10,0.001159871630656319,2.053283485139126e-12,5.9027292408283415e-15,2.112257301059157e-33,0.008551746800946414,0.001454578288249636,8.441716865894378e-12,5.962164558127019e-12,8.934044725807259e-06,0.00025354040743765096,0.017629429863989,0.01392177229329382,3.5339527109046673e-16,3.6415574928505453e-16,216
0.00710469479580703,0.013162402635010532,1.8869051234598564e-13,5.040026571659954e-10,0.00269749320598293,1.6771806801499206e-09,1.810470966348498e-15,2.660889530574696e-12,6.56184842533477e-11,0.0007441700221994424,2.449224181116206e-06,2.6636175256246954e-07,0.002320213174617476,0.0032599292995157438,8.825024519205742e-19,2.9393318071234617e-10,0.00014966533739442647,1.192511884056012e-11,1.6292407532213433e-05,0.002972032692391864,0.03415616876443531,0.0029283499367289737,1.8833710950353896e-10,0.02917303022733412,0.015865660727297698,3.341397749872492e-32,1.5514767967442485e-09,0.00629683164621682,3.410310296231414e-07,2.0957895810334965e-07,0.0013290400323789763,2.77000805080454e-12,8.501787484814729e-16,0.006878230020899509,1.1110851680656305e-07,2.5431862381898742e-08,2.04617203161019e-10,0.00015302164401524352,0.0001348416168968537,0.016174119427917702,0.02601595580130105,1.4003571777740729e-14,4.688026459835955e-12,299
0.007124061338586636,0.019748939735590484,4.595863414236611e-17,4.371652860948248e-07,0.004246809689687437,6.457577643343564e-09,5.024868408209291e-19,2.0618224254678142e-12,6.633057733817278e-09,6.452993453714799e-17,1.347079873332692e-05,1.584163156256267e-06,0.0009474496251337606,1.934836125542528e-08,3.571754597560275e-08,6.372772972634433e-08,0.00015263628240908922,2.5009246271042365e-11,0.00012970557498596024,0.0035170044307505258,0.044859347144053124,4.769685291450886e-09,2.682550896173081e-10,0.041133340709181745,0.019356613883782084,6.021692499405723e-14,3.8319789103395254e-07,0.00557596157880516,5.38358158654202e-06,6.810557654563346e-06,5.40984000033865e-06,1.354673495811804e-11,3.0093974575137054e-13,0.007877030080804199,4.566350719542036e-09,1.4606997420412805e-07,7.117248593104166e-10,4.07022504596228e-05,0.0005327679164130559,0.01760756821590167,0.023496576593068808,3.102029735172999e-13,2.7047899269293852e-12,486
0.005843804175143909,0.018205937597350032,1.1658330400741098e-08,4.314987801639638e-07,0.0035151277721521203,2.1146941673401464e-06,3.478212566805093e-12,9.94536350364886e-08,4.277432183880006e-06,0.007001768748537943,0.00013884687683039397,5.522920243100922e-05,0.000543759780157521,6.665578383373365e-11,3.461301338492773e-06,1.7464889972543355e-05,0.0002450410970280755,2.304063442160763e-09,0.0016878230738161637,0.002406033295333588,0.030355150282335586,0.00826987713616825,3.5706124765942793e-10,0.01772249817309155,0.024661763457319855,1.4791890718275047e-21,0.01153544461870351,0.004230206399075533,0.00017035644780240546,0.0022394843376046286,0.008158896955742144,2.0268971104705721e-10,3.5227554337102066e-22,0.007550200048314297,1.193988769707775e-07,4.987779927518752e-06,0.00010399869596327974,9.091188394597379e-05,6.513281706042686e-08,0.014943699699993493,0.020663640289811266,6.245641643072453e-13,4.641898853317445e-13,583
0.033507774974751416,2.7403416957963953e-11,6.086207863283991e-10,4.907404065836646e-08,0.004796466380130411,1.280934790491468e-07,4.1015324473792866e-11,1.4300022900095104e-09,2.8168827431927193e-08,0.0016109137804244122,2.44588956370004e-06,2.3199347751290498e-06,0.0005360601324941096,4.114864855115808e-06,9.180723262312708e-08,1.550901600573076e-05,0.0003070479459662175,0.009910739601816286,0.0040847349300782146,0.012391588845680463,0.051743917346321465,7.586931301359567e-11,2.1855032300344003e-08,0.006463875050707169,0.0036783736377235363,0.04430457956787009,2.8868844483416005e-09,0.022992602411901143,2.865084250250799e-06,0.05028190358335962,3.7216633361015653e-11,3.8752740578322135e-06,7.888163310277417e-35,0.010064497093640429,1.4665601505935077e-07,0.000209893487856507,0.06298713865067179,2.0949507065763e-19,0.00015634674756052945,0.014516603491583922,0.009301206891296793,0.024392129721900982,6.925769541884538e-11,681
5.106088088736464e-05,0.02174139616936676,0.0007530831276213817,6.236109811995211e-05,0.005254336167837898,0.0005384296545078012,1.8255236624828607e-09,1.5105155575319593e-06,3.032319697141743e-08,0.013079470390488662,0.0005686775231412513,0.00015900239669592076,0.0009747935507193391,4.912347282549417e-12,0.0010486211305626917,0.0015885694622102709,0.00020602618701588942,5.2241958963116965e-11,0.0026381290549170656,0.002363694243200518,0.02194833244589655,6.1198349912848806e-30,1.6563109471981448e-10,0.002806270114579638,0.022007469747994494,5.787429454348275e-19,0.019755505689606975,1.0837824871721262e-09,0.0009934745958520143,0.0009887170312584783,0.009548669190762906,4.047999842939562e-11,1.7410188342651978e-06,0.0034230958500745365,2.5394677333468936e-07,2.0885861744376067e-06,1.350080576349794e-08,0.0002470836097172471,3.396568704741982e-11,0.0025124743503555126,0.02507938481692621,4.7756887812900804e-12,5.138673198556132e-11,756
0.013420457706296893,0.028164965727078058,3.747599788541381e-12,3.2118502612258355e-09,0.0057782251506573405,7.224737916740502e-11,1.6747038077645508e-12,2.2572242814221737e-13,1.076246733142199e-11,2.6725418503588034e-16,2.0207939832347443e-06,7.1709236860924e-08,0.0014836964168891908,1.6597213156890703e-10,3.0721359173315494e-09,4.574209525744737e-19,0.00011871398032074537,5.255025241536953e-13,0.00045346027314339867,0.0016940520581508074,0.045505758698468755,6.718710217329573e-25,5.1046338561733895e-12,0.08713238885896046,0.015343366835589293,5.768899886634388e-14,0.004350002423138145,0.007242399471123539,3.7602928525408807e-05,2.6876265253446965e-08,5.155381485612407e-09,7.64474366788883e-13,4.4519458569249194e-20,0.010396950268180582,3.214636503616299e-10,1.9636016815959103e-11,2.1065748940526496e-11,0.0003635549132256396,5.2451383546232334e-05,0.013493246475135008,0.029736020567869746,2.0223136116253782e-13,3.893280918012649e-13,842
0.09605702226810452,1.978887884736456e-10,1.0963421259936157e-17,5.67938246474035e-06,0.009577935996540764,5.48345614258493e-10,1.1185367876317932e-10,1.5621743624359817e-10,2.5684853772796046e-09,0.002011139683249885,5.295142526497775e-06,6.1003475711275044e-06,0.0009317468419026084,2.3744435105822176e-08,6.235933255871695e-06,2.1334743181702264e-27,0.00032913455574379687,0.017897017174888185,0.007541352220901707,0.017485615619450126,0.027147708107918653,1.929226684577692e-11,9.453001290193728e-10,0.00273901552825356,0.044970846910171516,0.038796483704343285,0.00024537072403311457,3.1847155029768125e-05,2.5071732464016487e-06,0.03792228099983413,3.5353025003611444e-07,0.03365965057083209,3.2904216249838833e-19,0.007515028880240613,5.985999196180382e-10,0.000592738457102186,1.6604318455090867e-09,4.5448761112783104e-10,0.0029658368738331364,0.05574551387241351,0.0049256383501861106,0.021796950339685366,4.2246047313851436e-12,1158
0.04573710177957232,0.012828985090787679,5.259799561132105e-07,7.950165965777786e-09,0.005072974393227824,8.280044063450437e-05,0.0041077624353173655,4.6981643886454435e-09,8.068732171500684e-05,4.326113204232029e-27,3.770172293402472e-06,1.6517368595212232e-06,0.0002174321219231243,3.1602953859437088e-06,0.0004846841197040568,0.0025481372013247223,0.00027184140501901034,1.0578168754755605e-07,0.016831087701981773,5.632758277574089e-06,0.00015851771721845357,5.035818889737502e-17,1.586918684325019e-05,0.0230961769936221,0.024030539185596195,3.8044233893535947e-10,0.045186119100087095,0.03542045708531507,0.00023591094745560663,1.588423364217444e-09,4.922071940503352e-17,5.754025364012764e-05,1.3568194945951019e-19,0.005904565287050213,3.036552814800314e-07,0.008221442666932545,6.574798886420058e-10,3.90148882781027e-07,7.583709349857185e-07,1.2336824938899741e-05,0.015212461687523719,0.02440114298089437,1.8721647437233273e-07,1212
