row_index,input_min,input_max,input_range,constant_row
0,-0.005537565821083131,0.8511547149137725,0.8566922807348556,False
1,-0.01384056818890893,0.9500376180693668,0.9638781862582757,False
2,-0.006234321029903699,0.9857331766049503,0.991967497634854,False
3,-0.001245912919413123,0.6177496598422514,0.6189955727616645,False
4,-0.00020360506348063802,0.8683059423735978,0.8685095474370784,False
5,-1.8762326597504023e-05,0.9999827113687356,1.000001473695333,False
6,0.0,0.5997172964503359,0.5997172964503359,False
7,-0.0003017606257247127,0.9988353434713245,0.9991371040970493,False
8,-0.00029149668920045585,0.9999929062872462,1.0002844029764466,False
9,-0.0038046291859039493,0.4621799411704525,0.4659845703563565,False
10,-0.0037219820280559594,0.5864367253076441,0.5901587073357001,False
11,-0.004896808063323666,0.7671051490155868,0.7720019570789105,False
12,-0.003886020050561368,0.9999950527996047,1.003881072850166,False
13,0.0,0.4604163085415279,0.4604163085415279,False
14,-0.0006120869504302034,0.5291818553931305,0.5297939423435607,False
15,0.0,0.4632131026262994,0.4632131026262994,False
16,-0.00010648731417974401,0.3697540228999871,0.3698605102141668,False
17,-0.003234952592947438,0.8596536418597082,0.8628885944526556,False
18,-0.0001344809976929071,0.4129680788029087,0.4131025598006016,False
19,-7.339776448908418e-05,0.9999602569676703,1.0000336547321593,False
20,-0.0001656085385751742,0.9238119445200628,0.9239775530586379,False
21,-0.003266218174721482,0.4399589016171779,0.4432251197918994,False
22,-0.004330975029588353,0.7538818347526484,0.7582128097822367,False
23,0.0,0.5794409760513061,0.5794409760513061,False
24,-0.0009367596196372009,0.5867613991054431,0.5876981587250804,False
25,-0.0002729378936811435,0.8915039695964757,0.8917769074901568,False
26,-0.00016752528919602273,0.4940824630146912,0.4942499883038872,False
27,-0.004232977028698511,0.9999165000643272,1.0041494770930257,False
28,-0.00033199862699785193,0.3868888109009823,0.38722080952798016,False
29,-0.00011834541189147649,0.9999547237612486,1.00007306917314,False
30,-0.0015310724557117252,0.46399776433261974,0.46552883678833146,False
31,-0.00015469595004178723,0.8553931141272879,0.8555478100773297,False
32,-0.0037258166394759044,0.9999946168762032,1.003720433515679,False
33,-7.104065466616409e-05,0.9986943199454192,0.9987653606000854,False
34,-0.00018405499725182548,0.7915382096676117,0.7917222646648635,False
35,0.0,0.7468802954558293,0.7468802954558293,False
36,-2.8740913010816956e-05,0.9999894229811148,1.0000181638941257,False
37,-0.007744448126180564,0.829057341843247,0.8368017899694276,False
38,0.0,0.9999865693456331,0.9999865693456331,False
39,0.0,0.7172741580544134,0.7172741580544134,False
40,-0.0014583137334803925,0.5874107565082494,0.5888690702417297,False
41,-0.004085628589980045,0.5633608526751579,0.567446481265138,False
42,-0.005259895609730188,0.9558004074824378,0.961060303092168,False
43,0.0,0.4697174722918243,0.4697174722918243,False
44,-0.00013803159220789356,0.9996199900289422,0.9997580216211501,False
45,-8.463217277435938e-05,0.6433246632950608,0.6434092954678351,False
46,-0.0002755429985645971,0.49295367924825384,0.4932292222468184,False
47,-0.0002475462346098873,0.9999609064189064,1.0002084526535164,False
48,-0.010835873707857685,0.5994976441299181,0.6103335178377758,False
49,-0.013934984953557493,0.9897455671864361,1.0036805521399936,False
50,-0.0022877769341557667,0.9985040411119797,1.0007918180461355,False
51,0.0,0.63992070854529,0.63992070854529,False
52,-0.0029526837340585243,0.9999698682394542,1.0029225519735128,False
53,-0.00010184968705165711,0.7919305033790408,0.7920323530660924,False
54,-0.0001000772894910692,0.887850649291698,0.887950726581189,False
55,-0.004675713074626978,0.7201159016157608,0.7247916146903878,False
56,-0.0032371123324438887,0.414318056192936,0.4175551685253799,False
57,-0.00012708460945858087,0.5771113869669461,0.5772384715764046,False
58,-0.0027190589386503518,0.40338646169094744,0.4061055206295978,False
59,-0.0021532052702683438,0.2814923145239517,0.28364551979422004,False
60,-0.01546658988734682,0.8811951673520306,0.8966617572393775,False
61,-0.006768729882859661,0.5447062825815486,0.5514750124644083,False
62,-0.00981044204616767,0.760687925127006,0.7704983671731737,False
63,-0.0030452523435449317,0.34798592520565014,0.35103117754919505,False
64,-0.0034367038089336663,0.46616884194527064,0.4696055457542043,False
65,-7.050746987489291e-05,0.7762467931877033,0.7763173006575782,False
66,-0.004573168762253711,0.40129418206239864,0.40586735082465236,False
67,-0.0059642134927952095,0.3267502141396586,0.3327144276324538,False
68,-0.003722970656838667,0.33123869483702306,0.33496166549386175,False
69,-0.004604171143796382,0.44544041519460764,0.45004458633840405,False
70,-0.00011054539636785963,0.7468760018263132,0.7469865472226811,False
71,-0.0006989006877795369,0.5070002836796176,0.5076991843673971,False
72,0.0,0.6626110404455958,0.6626110404455958,False
73,-0.03228642793010772,0.5012217450371177,0.5335081729672254,False
74,-5.3902581691555905e-05,0.9999202937975351,0.9999741963792267,False
75,-0.0006542440894994994,0.2131797621956648,0.2138340062851643,False
76,-0.0027022667229076106,0.5917112802636071,0.5944135469865147,False
77,-8.277895542768282e-05,0.8353158239970694,0.835398602952497,False
