family,model,fine_tune_mode,support_per_class,accuracy_mean,accuracy_std,balanced_accuracy_mean,balanced_accuracy_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,tn_mean,tn_std,fp_mean,fp_std,fn_mean,fn_std,tp_mean,tp_std,n_episodes
jigsaw,jigsaw_multibin,frozen,2,0.5364864864864864,0.11235104758313635,0.5570684523809524,0.11010510980899123,0.5103984404922348,0.13613265493098992,0.5038225832934904,0.1441297309624432,0.4769488483669164,0.11766125223584621,0.709375,0.23618513953864434,0.5590597837629435,0.1389599468479432,0.5628348214285714,0.14951464164832834,0.48411706476335714,0.09690596620517723,17.0,9.568466729604882,25.0,9.568466729604882,9.3,7.557924465236619,22.7,7.557924465236619,10
jigsaw,jigsaw_multibin,frozen,5,0.5720588235294117,0.06772870889407448,0.5924403183023872,0.056323007324532826,0.5586955743326577,0.08580649403478174,0.5541579051718564,0.09584539896804133,0.506467187556548,0.04774610959994405,0.7310344827586206,0.14611722834088003,0.589551724626107,0.05605244193246905,0.6169319186560566,0.07494009850620989,0.5160286764077787,0.05810359451906436,17.7,7.1344235926947865,21.3,7.1344235926947865,7.8,4.237399621885521,21.2,4.237399621885521,10
jigsaw,jigsaw_multibin,frozen,10,0.5931034482758621,0.04316088127705423,0.6063725490196078,0.04284271971997576,0.5911467087396576,0.04315709318459591,0.592986307034592,0.04425674787930097,0.5073745380630589,0.039980746734065625,0.6833333333333333,0.08379501738332419,0.5804770386290379,0.04692030965231204,0.625,0.0573519810265421,0.525658083356564,0.0679536990220028,18.0,2.5819888974716116,16.0,2.581988897471611,7.6,2.0110804171997807,16.4,2.0110804171997807,10
jigsaw,jigsaw_multibin,frozen,15,0.5770833333333334,0.050125228979496096,0.5873865698729583,0.04823788547010091,0.5651761893615058,0.04657168241863427,0.571440218752229,0.05198507657238257,0.4795389822595705,0.047289384352812824,0.6368421052631579,0.1813902740429871,0.5351088482860341,0.07242098859029704,0.6240471869328494,0.06720790492358872,0.49126273166274387,0.06681111274824422,15.6,4.477102237434883,13.4,4.477102237434884,6.9,3.4464152068167553,12.1,3.4464152068167553,10
jigsaw,jigsaw_multibin,frozen,20,0.5763157894736841,0.08363288727405634,0.5976190476190476,0.07284475722090739,0.5706968898922513,0.08064437595929412,0.5781023733091016,0.08647235964449439,0.45764282501124603,0.0734333275795456,0.6785714285714286,0.09671474291233288,0.5425560529082201,0.06934986356931602,0.6473214285714286,0.054972314030807705,0.5035238077835673,0.0776731440481827,12.4,3.2041639575194445,11.6,3.2041639575194445,4.5,1.35400640077266,9.5,1.35400640077266,10
jigsaw,jigsaw_multibin,frozen,25,0.5892857142857142,0.08788585154900835,0.5921052631578948,0.09284616964983838,0.5706866460639252,0.0888565811074295,0.6013208149850106,0.08471707242412871,0.4096049783549784,0.0968633570492714,0.6,0.1304208656419186,0.48491097308488607,0.10504658703323129,0.6573099415204678,0.09518580594684804,0.49316331727056595,0.10377827324150005,11.1,1.7919573407620815,7.9,1.7919573407620817,3.6,1.1737877907772671,5.4,1.1737877907772671,10
jigsaw,jigsaw_multibin,frozen,32,0.6071428571428571,0.11293848786315641,0.6458333333333334,0.15987311712807417,0.522975598532874,0.10498042575284709,0.6584807415789282,0.09515041163927228,0.23210317460317462,0.12972818437971517,0.7,0.34960294939005054,0.33326839826839827,0.15212509390799897,0.625,0.1643355495305449,0.3375667388167388,0.17207031322199412,7.1,1.7288403306519922,4.9,1.7288403306519922,0.6,0.6992058987801011,1.4,0.6992058987801011,10
jigsaw,jigsaw_multibin,unfreeze_last_1,2,0.522972972972973,0.10213411439508943,0.5395833333333334,0.09986007331229793,0.5056640177456411,0.1171432083058703,0.5012060925627041,0.12379267224790734,0.4653837303668212,0.09729743216425764,0.6625,0.20080134600035815,0.5386526640993747,0.11656433221329376,0.5555803571428571,0.1448398046715957,0.48280223407494,0.0942485821458572,17.5,8.3032791380541,24.5,8.3032791380541,10.8,6.42564307201146,21.2,6.425643072011461,10
jigsaw,jigsaw_multibin,unfreeze_last_1,5,0.5691176470588235,0.06899411851079136,0.590760389036251,0.06216836242368404,0.5566927186557576,0.0824778471809307,0.5517925623473707,0.0907266100499181,0.5019910812527396,0.05273792659033513,0.7379310344827587,0.15266168014605966,0.5900137815527883,0.06415801736245415,0.5951812555260831,0.09188386928829848,0.5115130524556657,0.06408365035016957,17.3,6.634087059355727,21.7,6.634087059355727,7.6,4.427188724235731,21.4,4.427188724235731,10
jigsaw,jigsaw_multibin,unfreeze_last_1,10,0.5913793103448276,0.0514359789316424,0.605514705882353,0.05004193342830703,0.5892434479900579,0.05152607287509002,0.5906384436248429,0.053193323888862325,0.5064972962097111,0.047900339010428734,0.6875,0.08838834764831846,0.5811524733083049,0.05203060077742956,0.6326593137254901,0.05072375655548314,0.5290070384472031,0.06658324254611839,17.8,2.9739610697593943,16.2,2.973961069759395,7.5,2.121320343559643,16.5,2.1213203435596424,10
jigsaw,jigsaw_multibin,unfreeze_last_1,15,0.5854166666666667,0.0475580379673998,0.5970054446460981,0.05559297329554271,0.5737193650587129,0.049391225998810795,0.5800645816635855,0.049264893135291,0.48309692513368985,0.03886065401497589,0.6526315789473685,0.19567499640138505,0.5432623253553237,0.09084740965928086,0.623049001814882,0.0745516781009365,0.4937368584580569,0.08198283255922884,15.7,4.056544780420347,13.3,4.056544780420347,6.6,3.717824931626316,12.4,3.7178249316263163,10
jigsaw,jigsaw_multibin,unfreeze_last_1,20,0.5868421052631578,0.09204258518999774,0.6089285714285715,0.08435690354446981,0.5829964113084288,0.0900886114813567,0.5902209316469071,0.0939015987781101,0.4666248508972967,0.08412664828780055,0.6928571428571428,0.0828215577663147,0.5555432340222113,0.08016563620691414,0.6416666666666667,0.06146311731127501,0.4956360445024834,0.06850530875750513,12.6,2.9514591494904874,11.4,2.9514591494904874,4.3,1.1595018087284057,9.7,1.159501808728406,10
jigsaw,jigsaw_multibin,unfreeze_last_1,25,0.6,0.07678340712665288,0.6087719298245614,0.07730955814386514,0.5820033287380052,0.07426352651028142,0.6100847051563002,0.07319434521292877,0.42450564957917897,0.0852734011881416,0.6333333333333333,0.1390739507816192,0.5033754747667791,0.08864666565666698,0.6608187134502924,0.10128952091046066,0.4902751646138486,0.11063096265933972,11.1,2.0789954839350235,7.9,2.0789954839350235,3.3,1.2516655570345725,5.7,1.2516655570345725,10
jigsaw,jigsaw_multibin,unfreeze_last_1,32,0.5785714285714285,0.16649651178140082,0.6291666666666667,0.23443029183191122,0.5049229915251587,0.15402163575691025,0.6316717372754524,0.1461284399868439,0.22698412698412698,0.15053584199296788,0.7,0.4216370213557839,0.3274747474747475,0.18981826017612677,0.6291666666666667,0.21104713943033768,0.3597077922077922,0.1745306073336949,6.7,2.110818693198342,5.3,2.110818693198342,0.6,0.8432740427115678,1.4,0.8432740427115678,10
jigsaw,jigsaw_multibin,unfreeze_last_2,2,0.5283783783783784,0.11078700396135467,0.5432291666666667,0.11296106132252048,0.5133907327021785,0.1250367409858714,0.510452282819714,0.12870163719953542,0.46367545588029263,0.10963798498824223,0.653125,0.21822854514629078,0.5351352618324163,0.13972940121396196,0.5539806547619047,0.14988250423686578,0.4790404021435425,0.09377449605113611,18.2,7.6274358586472415,23.8,7.6274358586472415,11.1,6.983313444681304,20.9,6.983313444681305,10
jigsaw,jigsaw_multibin,unfreeze_last_2,5,0.5676470588235294,0.05682892841642918,0.581078691423519,0.053567817606993626,0.5605929285007963,0.05919261479820625,0.5598651636069073,0.06303693250828563,0.49856678487752654,0.04636288412810753,0.6724137931034482,0.14100970283201492,0.5655417297792418,0.06654881145257009,0.6117152961980549,0.06476935707191529,0.5152649960696085,0.056410556787778114,19.1,5.486346689738082,19.9,5.486346689738082,9.5,4.089281382128433,19.5,4.089281382128433,10
jigsaw,jigsaw_multibin,unfreeze_last_2,10,0.5879310344827586,0.04180022194475442,0.6007352941176471,0.041545543545301204,0.5851673174728126,0.042414160501625574,0.5871317304304025,0.043951502273629824,0.5027130816016859,0.03893855381084594,0.675,0.09582326839255742,0.5737737223187915,0.0488482521240878,0.6306985294117646,0.05433163943122489,0.527599388294672,0.07250991920141442,17.9,2.8848262031225076,16.1,2.8848262031225067,7.8,2.2997584414213783,16.2,2.2997584414213783,10
jigsaw,jigsaw_multibin,unfreeze_last_2,15,0.5854166666666667,0.05238339490457254,0.5942831215970962,0.06798268325257294,0.5705412633397936,0.05817073630371912,0.5783339554916453,0.05513457765767037,0.4783870006486639,0.05308118135321107,0.6368421052631579,0.22934864343664563,0.5331363410109055,0.11087861729144063,0.6307622504537205,0.06767513425314584,0.49513450921764546,0.06905515060187167,16.0,4.21637021355784,13.0,4.216370213557839,6.9,4.3576242252962665,12.1,4.357624225296267,10
jigsaw,jigsaw_multibin,unfreeze_last_2,20,0.5736842105263158,0.07727268612472016,0.6014880952380952,0.07633669109218384,0.5705855188261265,0.0768209449944567,0.5760224949447219,0.0788562558102577,0.45252358838272155,0.06825848704324344,0.7071428571428571,0.10884885191107106,0.549925009575464,0.07704839406363942,0.6410714285714285,0.05554138141179747,0.4953473274105506,0.07058684877657899,11.9,2.4244128727957572,12.1,2.4244128727957572,4.1,1.5238839267549948,9.9,1.5238839267549946,10
