family,model,fine_tune_mode,support_per_class,repeat,n_train,n_query,status,error,accuracy,balanced_accuracy,macro_f1,weighted_f1,precision,recall,f1,roc_auc,pr_auc,tn,fp,fn,tp
jigsaw,jigsaw_multibin,frozen,2,1,4,74,ok,,0.6486486486486487,0.6607142857142857,0.6486486486486487,0.6486486486486487,0.5714285714285714,0.75,0.6486486486486487,0.6413690476190476,0.5199334749306217,24,18,8,24
jigsaw,jigsaw_multibin,frozen,2,2,4,74,ok,,0.44594594594594594,0.5119047619047619,0.32801771871539315,0.2899763550926342,0.4383561643835616,1.0,0.6095238095238096,0.40997023809523814,0.38188113891764797,1,41,0,32
jigsaw,jigsaw_multibin,frozen,2,3,4,74,ok,,0.581081081081081,0.6160714285714286,0.5677407198040324,0.5574789034370718,0.509090909090909,0.875,0.6436781609195402,0.6610863095238095,0.5406917662436577,15,27,4,28
jigsaw,jigsaw_multibin,frozen,2,4,4,74,ok,,0.6621621621621622,0.6502976190476191,0.6514038062935745,0.6596794646540266,0.6206896551724138,0.5625,0.5901639344262295,0.6573660714285714,0.5696977623324756,31,11,14,18
jigsaw,jigsaw_multibin,frozen,2,5,4,74,ok,,0.3918918918918919,0.41220238095238093,0.3864013266998342,0.37855766213975167,0.3673469387755102,0.5625,0.4444444444444444,0.35379464285714285,0.3499334508876148,11,31,14,18
jigsaw,jigsaw_multibin,frozen,2,6,4,74,ok,,0.36486486486486486,0.34375,0.33764997143401254,0.35579323372124744,0.2222222222222222,0.1875,0.2033898305084746,0.29092261904761907,0.32313621160518635,21,21,26,6
jigsaw,jigsaw_multibin,frozen,2,7,4,74,ok,,0.4594594594594595,0.5163690476190477,0.3833333333333333,0.35405405405405405,0.4411764705882353,0.9375,0.6,0.6480654761904762,0.5335707995912076,4,38,2,30
jigsaw,jigsaw_multibin,frozen,2,8,4,74,ok,,0.5675675675675675,0.578125,0.5675675675675675,0.5675675675675675,0.5,0.65625,0.5675675675675675,0.6346726190476191,0.4989262597191708,21,21,11,21
jigsaw,jigsaw_multibin,frozen,2,9,4,74,ok,,0.6621621621621622,0.6688988095238095,0.6616059996341687,0.6634598747274804,0.5897435897435898,0.71875,0.647887323943662,0.6964285714285714,0.6043255449460152,26,16,9,23
jigsaw,jigsaw_multibin,frozen,2,10,4,74,ok,,0.581081081081081,0.6123511904761905,0.5716153127917833,0.5630100688924218,0.5094339622641509,0.84375,0.6352941176470588,0.6346726190476191,0.5190742384599745,16,26,5,27
jigsaw,jigsaw_multibin,frozen,5,1,10,68,ok,,0.5735294117647058,0.5839964633068081,0.5734371620160069,0.5743596595029965,0.5,0.6551724137931034,0.5671641791044776,0.5879752431476569,0.4780067888470669,20,19,10,19
jigsaw,jigsaw_multibin,frozen,5,2,10,68,ok,,0.6323529411764706,0.6662245800176835,0.6257979308826767,0.6185145861117946,0.5416666666666666,0.896551724137931,0.6753246753246753,0.7148541114058355,0.5763556826179045,17,22,3,26
jigsaw,jigsaw_multibin,frozen,5,3,10,68,ok,,0.4264705882352941,0.48673740053050396,0.35238095238095235,0.32016806722689073,0.41935483870967744,0.896551724137931,0.5714285714285714,0.4708222811671088,0.40862426492476134,3,36,3,26
jigsaw,jigsaw_multibin,frozen,5,4,10,68,ok,,0.5,0.5287356321839081,0.4929824561403509,0.4842105263157896,0.44680851063829785,0.7241379310344828,0.5526315789473685,0.5694076038903626,0.47684021349134575,13,26,8,21
jigsaw,jigsaw_multibin,frozen,5,5,10,68,ok,,0.5588235294117647,0.5844385499557914,0.5553618134263296,0.5495922867839377,0.4888888888888889,0.7586206896551724,0.5945945945945946,0.6198054818744474,0.505289679363471,16,23,7,22
jigsaw,jigsaw_multibin,frozen,5,6,10,68,ok,,0.6029411764705882,0.5963748894783378,0.5958617653532907,0.6037277777058435,0.5333333333333333,0.5517241379310345,0.5423728813559322,0.6158267020335987,0.5260151150045703,25,14,13,16
jigsaw,jigsaw_multibin,frozen,5,7,10,68,ok,,0.6617647058823529,0.674182139699381,0.6616915422885572,0.6624231782265144,0.5789473684210527,0.7586206896551724,0.6567164179104478,0.6710875331564986,0.5576488324913977,23,16,7,22
jigsaw,jigsaw_multibin,frozen,5,8,10,68,ok,,0.6029411764705882,0.5831122900088417,0.5826324164582859,0.5961715897998208,0.5416666666666666,0.4482758620689655,0.49056603773584906,0.5605658709106984,0.4928351830260612,28,11,16,13
jigsaw,jigsaw_multibin,frozen,5,9,10,68,ok,,0.6029411764705882,0.6229000884173298,0.6021668472372698,0.5995857497928749,0.5238095238095238,0.7586206896551724,0.6197183098591549,0.7152961980548188,0.6143872975523744,19,20,7,22
