glucose,L-lactate,L-alanine,L-valine,L-isoleucine,L-leucine,L-glutamine,L-glutamate,glycine,citrate,creatine,creatinine,pyruvate,acetate,3-hydroxybutyrate,2-hydroxybutyrate,formate,L-histidine,L-phenylalanine,L-tyrosine,L-threonine,L-proline,L-lysine,L-methionine,taurine,choline,betaine,myo-inositol,succinate,L-asparagine,L-aspartate,L-arginine,L-serine,L-tryptophan,L-ornithine,trimethylamine,TMAO,dimethylglycine,sarcosine,glycerol,L-citrulline,L-carnitine,glutathione,row
0.08036402344400108,0.09539548419368624,0.00906330070841127,1.0024637309537444e-05,0.004129101296926101,0.005857092409109959,1.624038250316944e-08,0.01185289893052319,0.0022898040290606626,9.262445582204875e-07,0.003847188907937628,0.003247570633052132,4.339793062128533e-05,8.72666796610507e-08,0.00033759596205237477,4.665463968228867e-18,0.0035753394300517137,0.002339025228375559,0.00030497777104021616,2.313667631628199e-08,5.966890925494868e-08,0.010715578001283515,0.0062283356493254925,0.0003424885724436714,0.0019446273799867476,0.011634551719134177,0.0028573390664612783,2.1961005307737352e-09,0.0004474502131423252,1.0778831410413403e-07,0.0038034411679013186,0.008776757648955927,0.0018754751467004263,1.7253877949781077e-05,5.1990765251049454e-05,8.568300679260395e-05,2.030111201196552e-06,0.0015885412853245055,0.00042384593345868053,0.0060016701242844965,1.4782492893162644e-09,0.01389795524645916,1.10205943596137e-08,49
0.11876163875573552,0.04909076620635,0.005718681899228253,9.85068747380002e-15,0.008961904226200865,8.85358614539314e-05,6.308480014634566e-11,0.01494519831143953,0.0002610732177511452,5.9210779764318465e-12,0.002731548179129028,0.002557804215128643,0.0005285000781779785,4.2154227775831407e-13,6.785573743270728e-08,1.363490397977415e-14,4.3581838275715e-06,0.005057672227671136,0.00031172568590843834,3.3658012988718983e-22,0.006687110105708365,0.027043871253346098,4.378587925369976e-15,0.00035042646536928096,0.008539813661383285,0.005243645207782384,0.002914465221931996,8.432257304357017e-13,3.280075967368027e-10,3.128373797349439e-11,0.009597029219305893,0.02111560449241628,0.005567348280313148,0.0018235114082370983,3.7525371576154276e-41,4.564930801507228e-09,5.789541319040802e-08,0.0019920928764720317,0.0013030450115443669,0.006938863905093779,1.0113845620378394e-15,0.0381874931280879,8.315758990443277e-10,90
0.06339752124804081,0.0891372741863003,0.0022839892711012527,0.0005357497592633398,0.004435103874258702,0.0053453929141755825,8.226293566000876e-10,0.006206493774716603,0.0014414919784344277,1.1329454411734365e-08,0.002431472531288893,0.0014163421672974213,2.239766124038517e-05,8.912071139640547e-08,0.002944774614119946,8.146272705901786e-11,0.0014019147388712279,0.0014869120707139616,4.312584012011725e-05,4.767848856003011e-09,0.00048066086013387466,0.004168147415719569,0.002540571091720279,1.3907989209685947e-07,2.7600055679676845e-06,0.0048661419620531395,0.001746157717197473,2.135626197672681e-10,3.6473947558632207e-05,2.236757421592468e-08,0.0006735614811672186,0.002355402844341537,6.393626743635399e-08,1.5343579018486484e-10,1.7300197938003336e-09,8.467646236837858e-06,7.599510426805328e-06,0.0011165494745367895,3.714710714575438e-05,0.0018663877582228384,2.659999035441799e-11,0.007785488708652852,1.225667979583859e-27,127
0.13735197539419042,0.06000355314575074,0.004805977726264071,7.875269324684702e-10,0.009486436246949899,0.0006761246816997674,0.002894834199320195,0.011014773774126067,0.00017860567176883137,2.3043729906493126e-08,0.0019955633514154377,0.0019947815523524677,0.00024371845019082738,2.5031354664580986e-08,0.0005221801583280477,1.637122431380641e-09,0.0002067135301257428,0.002727996922216585,0.0015086090178713157,2.2136989187822086e-10,0.002609520318177144,0.03200034831967114,1.7322053373782806e-16,0.002530509102531752,0.009118139901317032,0.008837770284712394,0.003794612376042516,1.7472626784711076e-08,2.895774955542638e-05,1.2519338810153334e-05,0.012399671662169435,0.01965705185412696,0.005636808762508955,0.0026097308166450704,1.3462402850480948e-16,3.226384197057826e-05,0.0007543752155931806,0.0021076715721701266,0.0013804226525680943,0.009199761438958915,2.5979205605038387e-11,0.026934690987723227,0.0001574934602215123,237
1.9337770581859343e-07,0.0039199281487406964,3.3963014138712987e-06,0.0009495981645016576,0.0029434089384707688,0.00015333763152181707,1.643354682897943e-07,3.5906681447241376e-08,1.7968355774754073e-05,0.0035888588288348717,8.859223583055327e-08,1.9794723493903466e-05,8.655227323179246e-06,0.0002728709378122234,0.004158217747235579,0.034569042030649776,0.00029095464760300335,0.0053655477176124886,0.00716762092339618,1.6437203737061732e-18,3.3031519537376705e-07,0.04323297819872694,1.2260256330470272e-07,0.00011526180452207572,0.003884055340470387,0.002503202758162855,0.0038473820126803675,0.00574431812249107,2.232056000292263e-05,1.3277832994832991e-08,3.6617001350634425e-31,8.742842386052845e-06,1.3493057125323597e-07,4.48603855269787e-06,2.306699102878501e-06,1.167004975923477e-09,0.0006424461871139621,5.950518124359303e-07,1.4044757178546746e-07,6.240022997876554e-07,2.859637067004138e-09,8.682826667761001e-07,0.007917216274026539,299
1.2844282746159986e-07,0.004894440621073056,2.5642026211425353e-10,0.0014519455529892864,0.0032290329707417445,0.00016471417830486176,9.749707735387977e-12,2.1343543600295914e-19,1.984480334005433e-06,0.007543336101845474,6.299840886437494e-11,1.0810620366740142e-07,1.0181712338491802e-08,0.0002184242794039587,0.004706548997730405,0.0447479828709664,0.0002206967312349012,0.010365949486633526,0.008666612429008156,3.9720018131503613e-13,1.0336211225064905e-09,0.06497917515488447,4.740573553089964e-10,2.1773944917917745e-12,8.238871654596899e-05,0.0002837959988184599,0.006997488917399969,0.006293323794297927,5.012358833747369e-07,6.788962405074907e-14,7.461145564445987e-10,9.474386185812879e-07,0.0017241291377170156,3.0105077324990903e-08,3.265492648275562e-09,8.157781054708878e-19,0.0008742760886198842,6.2030979895091305e-09,1.7064537513621948e-18,8.583154808222421e-09,2.585008912703247e-19,7.712366682154292e-08,0.013154381042677342,374
0.09270298079108184,0.057974411402451645,0.00473330049629206,1.25361293888033e-17,0.008535358638121398,1.3742990798262335e-10,0.006654156994868358,0.005218289288525898,0.0008278637627557597,1.858507707554385e-06,0.0035887418011650487,0.002700644218846322,3.6576376545012235e-05,1.2624466728671356e-05,4.195620011824834e-05,2.750111640653066e-18,0.00011091807141900076,0.006671005798248845,0.0014131257550228514,9.85871767198995e-09,0.011050019645589059,0.030889303457224064,1.3367238698856927e-19,5.466264475078217e-05,0.010661373849245814,0.011100297696783707,0.005774725383750593,1.1748503157513511e-08,2.3457629413190596e-05,4.337236039232914e-06,0.009146801802299726,0.006654906282650688,0.0035169908143382017,9.41411389893428e-05,9.530994942424169e-09,2.5497948024141886e-05,2.3696262315079866e-05,0.0015973662288472387,0.001992771576181718,0.008554791996205565,1.3706102446274108e-11,0.01670071621661544,1.379318845348297e-05,431
7.863709317742139e-08,0.005211035663543258,1.434840066939548e-07,0.0015070416771202286,0.004760541576030608,0.00017376803976284583,3.5860233035542352e-09,1.1874546398939217e-08,2.4529340017428704e-05,0.00983998957906416,3.2510197069164625e-09,4.2928646587488486e-07,3.72209991715169e-06,0.0003154297567158701,0.005804111714173294,0.047737995568265246,0.00027637739638640033,0.012586551635857054,0.013802035367482262,9.96616252715379e-12,8.585141494495753e-07,0.05598416526888894,2.6287606100553402e-08,3.894657491475273e-18,0.004329459926922472,0.0012031778901977147,0.0045196751265866265,0.008463878230344418,1.2865185455765822e-05,2.3663641855899543e-10,2.616651275078019e-24,3.10381568747707e-06,0.006863744026658485,1.7590291373688495e-07,5.615030142432329e-08,1.0985372774022679e-10,0.0004957961542236694,2.8887835021053292e-08,1.3951168410622188e-08,4.2153558320433073e-07,6.566008597279152e-11,4.3068205187764405e-07,0.01885596080662465,509
0.15626552282632233,0.06409800282556692,0.0023095081047404577,1.6989561235012154e-10,0.008100598301200376,1.9473046905705958e-05,0.004121275624697934,0.008157613212413482,0.00018467403414753846,1.8100290673313137e-08,0.002039647670526412,0.0014768454954799453,0.00017380366679256424,9.004557005114122e-08,0.0011517380528674646,4.320881089656222e-10,0.00017426617864962275,0.0029696417793036306,0.0008573394546531579,7.867811820523206e-18,0.00017300322612084522,0.0321739923552429,4.1959894624609903e-19,0.0015569236748072066,0.007548392636219786,0.006885222312221716,0.0019369874245910696,1.3207050020330157e-08,0.00030365814413888827,2.7259643875322326e-06,0.012392703512959813,0.019058866065326228,0.0025456644534410907,0.0028410954992980487,2.3171192022859458e-08,2.9766653271716615e-05,0.0017143664261311026,0.0021719943400452936,0.0008545509327357774,0.005806149743787485,2.5241392334907113e-11,0.032347243658487575,1.6867287398543331e-06,835
6.955036175352155e-12,0.0019516176059968795,6.6997964580530584e-06,0.0011087020677226637,0.002659682290091424,1.1293070855767476e-05,1.794964459185533e-16,9.907349982884306e-09,1.715843192646943e-05,5.2637645992338145e-06,1.8546548044813492e-05,2.956961942179108e-09,1.4672651451454505e-05,0.00030781765765930006,0.003182109627332467,0.014535059636953195,0.00013599849277295674,0.010185898482873178,0.018631396639454404,2.94252281079319e-11,0.00038658965684980134,0.025709429577797798,7.025513761086723e-08,7.694329368704037e-10,5.384080058587921e-06,4.261219397770546e-07,0.0005566126181187709,1.3425827374442925e-06,5.172463489015417e-05,6.352925552489865e-14,0.004441200336501765,3.2330288317534124e-06,0.05276620945949644,3.296184269064701e-26,2.5923043594268876e-08,8.29861718931195e-12,0.0006632384337922463,1.0472809156324178e-10,2.422728331716637e-05,1.6810807332298782e-06,1.813814868564954e-09,3.4782679095065924e-09,0.004299784118653924,884
